MANDT,KUNNR,BANKS,BANKL,BANKN,BKONT,BVTYP,XEZER,BANKA,SWIFT,IBAN
100,0000001127,NL,50947612,0672244220,,,,Thompson-Vang,JLXBDEFZ,GB16UBFH18766464969699
100,0000001370,SE,60094979,0990349677,,,,Royer,MECYDESUHO7,GB09JVDX54111515305889
100,0000000792,SE,10315904,1117571191,,,,Pugh-Clark   ,XXPBGBS8,FR1737523948925048335191765
100,0000001843,SE,63502914,0270325032,,,,Vasconcelos   ,QTJHGB46,GB08GVZP27690235861569
100,0000000364,CH,46217467,1486135846,,,,Brito Leão e Filhos   ,DKXPGBY2,GB49AVOF53000056452780
100,0000001842,DE,13284943,3249120699,,,,Fontaine et Fils,YOYJFR2SPZJ,GB77XYDS64995968236410
100,0000001173,CN,65419339,0090786405,,,,加藤保険有限会社,JYIKGBSMCT5,GB83NPTP66728580685194
100,0000001041,FR,74334486,3421210979,,,,Henderson-Cole   ,XWYYGBKD,GB54XNCS00973712496269
100,0000001760,FR,23048749,8196232037,,,,Renard   ,AMHIFRDBMXW,GB75YBHE67954624853853
100,0000000036,AT,99088379,7628220214,,,,Leleu,KLDEFRCAL58,GB43VZOU01721626786350
100,0000001007,BR,21250071,6398600608,,,,佐々木食品合同会社   ,ONWSGBEXADZ,GB48WIWW90049575264352
100,0000001171,IN,82303514,0811875311,,,,Lima,HPGLGBRQ,GB89ATNK24344030843295
100,0000000386,DE,88987726,3939256306,,,,Costela S/A,XMKZFRRR7IQ,GB90QSUG63976998371519
100,0000001990,FR,80703241,9142084406,,,,Mistry-Price   ,OLPTDERHGQ2,FR3938205079132122638806240
100,0000001736,CA,54551131,3169168765,,,,有限会社木村建設,YKYRGBO2KZX,GB64MRPB98614657316757
100,0000001675,US,02688655,1003044473,,,,Adams-Brennan,EJSWGBWNEHU,GB77EPPA69970836447060
100,0000001234,BR,85052931,8345020671,,,,Shepard LLC,ZMPPFRVO,GB87TIRU93676699503503
100,0000001856,GB,07461621,0610343752,,,,"Lewis, Rogers and Rose",PQQEDE9S,FR2690565560594071554487957
100,0000000620,CA,22045324,2543191741,,,,中村水産有限会社,DYQIDE6QXMH,GB84GXLB55295329295430
100,0000001648,IN,49600659,3992615837,,,,山田鉱業有限会社,IUYGGBDF0JC,GB82NAOR36450994115583
100,0000001130,AT,21633525,2598270610,,,,Pennington Inc,ZKKJGB7D51O,GB74CNII69425860200908
100,0000001009,IN,30268768,2498703862,,,,Griffin Group,GSGRGBSMWN1,DE23820670092030783182
100,0000001707,CN,56331188,4203241326,,,,Bolzmann AG & Co. KG,XIHSGBTL,DE76237877014113397429
100,0000001862,BR,91974946,8470601088,,,,Barlow PLC,ZSSJFR54X0G,GB26LFUD36741611949466
100,0000000581,GB,86225833,9734591104,,,,田中情報合同会社,UMOKGBGH,GB94OJWO63248933911968
100,0000000487,CN,82550026,8194283491,,,,"Fleming, Wright and Holmes   ",SQTFGBNKJ08,FR0358270290721385195508659
100,0000001277,BR,41235462,2421496257,,,,Sá - EI,NGYDGB9J,FR6803813230866613071026504
100,0000001338,MX,29707287,2584681032,,,,井上銀行有限会社   ,TQZAGBLAWCB,FR5833612765321246952924399
100,0000000104,IT,94188705,0668986215,,,,株式会社斎藤運輸,SVLQGB3Y,GB36XTAE77963521352102
100,0000001420,CA,03725528,3638235535,,,,"Robinson, Knowles and Murray",JBSMGBVU,DE87524995742713010574
100,0000001688,JP,27803716,9736164668,,,,Harrison-Hartman,BBRSGB00,GB36XVMQ08103794453754
100,0000001661,SE,45153535,3218628071,,,,Monteiro Fonseca S/A,SSTZGBIYAJ7,GB06EVMJ19823165312884
100,0000001602,US,55444846,8089787446,,,,Abbott and Sons   ,XJDVGBEO,GB66OPKR10313523598113
100,0000000370,CN,66314680,5381908209,,,,有限会社林運輸,HPXRDEM7,DE12518047195160046757
100,0000000238,IN,69761489,0584119655,,,,Wilmsen Heß GbR,KMQRDEC3M9T,GB12NGZI68574241134014
100,0000001405,IT,91133753,1949232676,,,,Colas Philippe SA,VRJTGB1K,FR5349222214193434500329776
100,0000000013,CA,01984040,7236686466,,,,Roberts-Williams,ZSYODELF,GB94GAHK45471249420329
100,0000000898,GB,75035874,1123660493,,,,Wulff   ,CRDWFR6V8V4,DE61053197674943550620
100,0000000677,JP,85292776,5989275522,,,,Porter-Kim,IGXVFREA,GB17RBDL80505332017201
100,0000001443,FR,84103086,0126715618,,,,Duhamel,JUAWGBN1,DE19853975528152372138
100,0000001504,SE,46348128,2304677111,,,,Siqueira - ME,LCQYGBIDA5F,GB60MKUG78548171099473
100,0000001980,AU,66152754,3828281087,,,,Nash PLC,YSJTFRP7521,GB81XXJE41948391244939
100,0000000292,AU,98907546,1449406545,,,,da Conceição - EI,ISSXGB75,GB60TLEV66732285098290
100,0000001828,US,52052380,1662514212,,,,Schweitzer Becker Stiftung & Co. KG,ZHTUDEW1R0P,FR2566807997529681519916936
100,0000000425,CN,17584471,7965515952,,,,Normand,JUITFR8U,GB41AMPR12414602511037
100,0000001611,KR,50925701,4426252785,,,,Correia Siqueira Ltda.,XCVPFRPZ,GB11LJGV35981146354570
100,0000001770,PL,90774065,2028315503,,,,Cirino,XUVWGBEW,FR7401018188455596346017786
100,0000001980,FR,43869417,1653309679,,,,Wirth GmbH,OJHNGBJHY64,GB26LZCS15476746957720
100,0000000113,PL,06099823,3536697906,,,,Baldwin and Sons,XWJPGB4K,GB04AHYR51251321491341
100,0000000528,MX,75698319,9054420321,,,,"Kelly, Bell and Ball",WAIRGBB8,GB65YZOY41630114582385
100,0000001565,KR,11909906,2689974929,,,,Lévêque,NRQTGBZF,GB76XOWM64693831900422
100,0000000682,CH,33936614,0959892997,,,,佐藤運輸合同会社,CCEDFRB29PD,GB35BVIL35949799698212
100,0000001336,FR,97988807,1468021006,,,,"O'Sullivan, Hunt and King",JPFXGBWL,GB24FDSY36855481813933
100,0000001797,MX,99587216,5371835733,,,,株式会社加藤ガス   ,WSAYGBAMENM,GB32IPLK39840303397185
100,0000001003,IN,13864937,3375626934,,,,Keller Group,OUKUGBTB,GB81YGCZ81585677435724
100,0000000635,PL,36914111,7391278062,,,,Delattre Paul SA   ,DRATGB79F9Q,GB97AKHM36669733670027
100,0000001523,NL,46449619,1873560405,,,,Kaul KG,RWJXDEL9CRZ,GB85RIIS11209569218892
100,0000000231,AU,56413150,3566825152,,,,Ross-Garcia,WCBDGBFD,DE03969433313602147257
100,0000000849,KR,62970684,8405613400,,,,Gregory Inc,WWAGGBJG,FR6719512836866388743593918
100,0000001515,IN,36218463,0961290519,,,,有限会社中村食品,TDVDGBOB,GB91DMOZ40870503460308
100,0000000906,PL,49719934,3585089632,,,,有限会社小林通信,CGPTGBDL,GB91WCEO06980345715828
100,0000000047,ES,33483544,7894896143,,,,Barros Barbosa - EI,FRMLDEXA,GB41YXYL90653927274738
100,0000001345,DE,84927198,2743822273,,,,合同会社清水保険,TEIVDENWAR7,GB07AVFX92315285778259
100,0000001566,IN,55470202,4419936938,,,,Bray Inc   ,UOFIGBX7G4M,GB41VHZW69250220229261
100,0000001865,PL,48011314,4903392598,,,,佐藤印刷合同会社,XAADGB0L,GB42MTQH14307800169650
100,0000000423,IT,76316655,7488877215,,,,Biggen,FJJUGBCC7EH,GB74EZEQ68056381491700
100,0000000877,GB,77863554,6074717183,,,,Chevalier,AYAPGBJG6RL,FR1404313623092416598825907
100,0000000403,CN,79107359,0421596293,,,,"Butler, Elliott and Davis",VRRDGB4A,GB67CHNG97818632987867
100,0000000789,ES,03343398,9868885434,,,,Moore-Moss,PQCEFRZ6D6K,GB31XDVG62417624891474
100,0000001875,PL,13025343,6796154914,,,,"Davies, Edwards and Tyler",RFCIGBOOAGL,DE10514262303740734012
100,0000001608,ES,46706236,5419179170,,,,Holland Group,IVRTGBFX3L2,GB90FVJN66439360992028
100,0000000664,MX,32317591,3763363930,,,,Schneider Inc   ,QOUOGBOMYQF,GB88HROU02386312808353
100,0000001056,BE,66796080,7668338001,,,,Cirino - ME   ,BDXGGB0JUAM,GB65MHYI67645125907934
100,0000001878,AU,09647482,2959860710,,,,Boulay,MUPWGBLO,GB32DYEK62820799280501
100,0000001627,US,21086372,5806310647,,,,"Dixon, Harris and Slater",KYTNDEUT,DE47134011813311403771
100,0000000672,IN,24541957,6048253548,,,,Mitchell and Sons,VCBNGBG5Y5U,GB33QHRN12518196573068
100,0000000413,IT,90724279,2629595139,,,,Säuberlich GmbH,TVMKGBIX,DE07958925170188279285
100,0000001842,AT,21276350,0785966162,,,,松田印刷有限会社,NHXGFRP7,FR1497589321364936610640070
100,0000000934,ES,72876602,5328093149,,,,合同会社佐々木運輸,SASPGBQSMIW,FR7875543302671189963946303
100,0000001246,IN,14774133,0124556836,,,,"Lowery, Acosta and Jenkins",FRMAGBJLSQ9,GB55ZUCB30450039627448
100,0000001232,MX,67314406,1243724565,,,,Schmidt,WXUTGBCFNFQ,GB97JLHK60739712298259
100,0000000851,GB,41685943,4906209694,,,,Mies Rohleder GmbH,JNZSGBBP4MG,GB79RKPU92454208956826
100,0000000654,DE,51293830,6601991759,,,,有限会社藤井銀行   ,CLJSGBU3XM0,GB94LYWO76997190336668
100,0000000882,DE,49114875,0136192304,,,,"Torres, Johnson and Brown",GGAYFR9H,GB20LLDB60390611249536
100,0000001797,FR,45097095,0225777025,,,,Rodrigues,VHJBGBXQ,GB94XOYM95054717278275
100,0000001718,SE,45883533,2100345609,,,,da Luz Albuquerque S.A.,TLNMFRDV,GB23KKBY81655411006918
100,0000001260,US,00430242,9900286048,,,,Morton LLC,YTHIGB5K,GB76ODOE50906594960259
100,0000001723,GB,47315418,2041965324,,,,Weitzel Lange e.G.,FOOHFRJD,GB48HUHK88967129950804
100,0000000586,GB,12804615,5970015981,,,,Bousquet,XPBCGBW4274,GB14SOXX08598288088040
100,0000001852,BE,37778737,5669494567,,,,Schenk Pieper GmbH,TQHXFRGG,GB91UOVO91935545078821
100,0000000488,BR,63724317,4997840922,,,,Rahman and Sons,NFWQDEM5,GB38AHFH37526100634672
100,0000001982,FR,43711239,4749886706,,,,Mercier Royer et Fils,ESPTGB7H,FR8085889228850839841373042
100,0000001448,FR,96351610,5469250708,,,,David Maillard SARL,TYESFRFH,GB88QQTU34227738784841
100,0000000871,CH,16144435,5032738103,,,,株式会社渡辺印刷,OLGZGBFJHSR,DE65269045414033191898
100,0000000087,DE,56094753,6846421926,,,,"Robinson, Richards and Briggs",AOTSDEJA,GB60CUVP32952874311633
100,0000001359,AT,78482959,5285406352,,,,山本運輸有限会社   ,GGXXGB91,GB62JSLQ92912014224383
100,0000001911,AT,85557924,2964610191,,,,合同会社小林保険,KKLQGB9BEFZ,FR8062774044008645741269138
100,0000000022,US,13353104,4292522921,,,,Texier,SLDYDELX,GB02BHEV57224353499458
100,0000001024,US,48606237,3418567777,,,,Pruschke,XRINGBRQNNB,GB51GLXS52654744723915
100,0000001290,PL,84357512,0766208893,,,,Charles,OHGJDE0S,GB54WKYM04293657518513
100,0000001500,MX,42615221,1098404422,,,,合同会社高橋農林,YFUVDEN6ZJI,GB07QWXR07125619740454
100,0000000597,DE,98510991,1508160963,,,,Vasseur Guérin SA,FDBRGBCJ,GB96LIHP92212494637818
100,0000000011,KR,74324985,9379669140,,,,Gomez and Sons   ,QJGAGB8B,FR5043899228341655260870949
100,0000001844,IT,58264227,3568624517,,,,"Williams, Myers and Mckinney",GLHGGBA7,GB86CWOM25611133190077
100,0000001003,KR,97443691,6606928824,,,,"Young, Baker and Miller   ",JGRMDE5YJAU,GB33XSOY18020103123657
100,0000000478,NL,52082905,3859321153,,,,"Diaz, Avila and Matthews   ",AHGHGB1YZIW,FR3913638269708833326169283
100,0000001677,BE,29273112,6284339837,,,,Robinson Group,UCISFR3RDXB,FR8902613387738293012120290
100,0000000246,BR,82181341,4302348446,,,,Knight-Bishop,ZIBHGB4JSBC,GB77GORZ98774109740154
100,0000000022,IT,66195682,8671747659,,,,Pascal S.A.,EFTCGBO5,GB49PIAL76166015155250
100,0000000090,AT,12969565,1552834853,,,,Thanel Schwital AG   ,YKTCGBAU,GB28XMTM55608326990114
100,0000000005,KR,79673598,5426035873,,,,Ramos Ltda.   ,NPUDDESX,FR6836010045358695050815425
100,0000000178,IT,30310979,7141220816,,,,Albers,ZNEFGBHYUWK,DE11256206347080462379
100,0000001779,BR,89030350,5279054227,,,,山本鉱業株式会社,AMFWGBLTEBZ,DE13224255840369012684
100,0000001547,CH,81616209,1775819415,,,,有限会社小林運輸,ASJBGB0V,DE73410759006916235964
100,0000000156,JP,36904581,6742026162,,,,"Lewis, Nixon and Brookes",QOHRFRQT0D4,GB82WEHL95471477439218
100,0000000335,IN,27172503,7202032955,,,,Almeida Ltda.,UJPXFRBLZY3,GB37OODN95200508177126
100,0000001764,NL,37423545,3909788700,,,,Hebert,BFHQGBRW,GB73XOUN77040485985276
100,0000000549,IT,53306218,9983784121,,,,Imbert,TTHSGBAL,GB91MYPY13765980189491
100,0000000748,CA,03189094,3080633659,,,,Reed-Benson   ,XHCHGBHR,GB46UORS46331967177001
100,0000001067,BE,92687704,7483215439,,,,有限会社中村電気,QLQYGBFU,GB02XJJU21980393382126
100,0000001802,KR,24798837,4184539560,,,,Lombard et Fils   ,QOUTDEAPC0U,GB93ASIA14849768623450
100,0000000170,DE,91236740,3950286615,,,,近藤運輸有限会社,WXFZGB5QXG9,GB91CWYW19875651079942
100,0000000070,AU,63198823,0337182045,,,,Kade,VJPGGBVT,FR1856039682268132473186926
100,0000000060,NL,99580544,5266825883,,,,Mendes   ,HCFKFRFY,GB46AXBO85113208206953
100,0000001768,SE,99247390,7070732355,,,,Kaul GbR   ,FUGWFRLI0L7,GB29YYEY72593300083146
100,0000000832,JP,90414323,0436614405,,,,da Paz   ,FZAZGBKD,DE88005037447567853256
100,0000000299,CN,26282948,2751255747,,,,Berger Weimer AG,DQMAGBN2,GB30FXEJ84647047799640
100,0000000560,DE,22818362,4011001253,,,,Farley-Gaines,NDTRGBSNQMU,DE67292606708828194075
100,0000001898,KR,61761473,7995383690,,,,Warner-Archer,LVHPGB5N,GB45EZCS22197649378235
100,0000001224,GB,74750269,8202939480,,,,"Anthony, Perez and Montoya",HHDRGBSL,FR5288806257551107072779091
100,0000001505,AU,03663813,5399938662,,,,Vasseur S.A.S.,ISOYGB6J,GB86JDPP85479864323137
100,0000000290,IN,15528479,3080146621,,,,岡田建設合同会社,HOHVGBPLESV,GB02THJQ73496336169089
100,0000001048,NL,65368930,3086996456,,,,Kambs,CAFTGBO0DCE,GB81JJVI49215213806363
100,0000001965,CA,05202731,1794255284,,,,Cardoso S/A,CQGTGB7B,GB90KXVL51496598157084
100,0000001064,BR,14203248,4101175159,,,,"Wood, Palmer and Hardy",GCQQGBHUEZC,GB44YBRY55291977917170
100,0000001357,CH,82946035,0386626146,,,,Burke PLC,JBAVGBHG4TZ,GB76XELO41901611054223
100,0000001934,BE,20125559,9059237146,,,,"Wood, Mills and Kemp",TEGXGBK0EZD,DE58576901164161218247
100,0000000242,SE,12413444,3326299899,,,,Fournier et Fils,ZVKSFRYD,DE22931524937179898640
100,0000000969,CA,27628748,7628258144,,,,Macedo,KUBFGBW3,GB97UFPB10219970568817
100,0000001962,CH,31437675,5602792061,,,,Guillot SA,CLQOGBCCA7K,GB68CQEU47541612723745
100,0000001250,BE,98599071,4573307568,,,,Edwards-Knight   ,QPJIDEVI,GB59IIZK66397937979219
100,0000000670,BE,51431161,8557576195,,,,Blanc,KZUBGBUD36F,GB06EFSU30590148898334
100,0000001575,BR,43648901,1532425915,,,,Patton-Chaney,QFZJGB4VW84,DE44036426604513292622
100,0000001101,MX,24976419,3431090293,,,,合同会社清水銀行,IBRKGBFE2DQ,DE37933918770522999545
100,0000001905,FR,93318759,2250409290,,,,"Garza, Walls and Hall   ",RTPWGBNUDWA,DE54820211483859054425
100,0000001383,MX,71978088,7750889049,,,,"Foster, Shaw and Hewitt   ",WDXQFRKX1HG,GB72OSOF24545780244942
100,0000001845,JP,81949640,9573061078,,,,Albuquerque e Filhos   ,NYXOFRX1,GB57AKWH58945907089390
100,0000000874,JP,77877555,7013602100,,,,Dippel Stiftung & Co. KG,MNOTFRAWDWO,GB82KJGP32484817341168
100,0000001884,ES,34896453,0542662425,,,,Herrera and Sons,PVRLDEJA,GB57IOMY45708154506760
100,0000000069,ES,56144757,2397640109,,,,Maillet,NHFVGBDTC7M,GB59GBVQ46535198699068
100,0000001878,DE,61353267,2237275362,,,,Ward-Lowe,LMLTGBM6,FR3156603875759325107426681
100,0000000090,CA,49048649,2834640265,,,,Woodward Group,STHWGBL189I,GB46WJNT44516652549380
100,0000000498,AT,57184915,5417106401,,,,Tucker PLC,GJBXGBVZH3E,DE95599097758562966512
100,0000001587,CH,28957969,9700818158,,,,"Robinson, Clay and Hoffman",REIGFRPJ,GB09LCPY49791717100609
100,0000001759,NL,17833919,4479285602,,,,"Black, Hawkins and Kelly",PZAMGBDU,GB71EHBT66233063421361
100,0000000051,JP,67251838,7403872995,,,,Bruneau,CVVDGBDR,FR1766393372165736462369905
100,0000000930,BE,49533727,4985169260,,,,Macedo,YHMGGBS9I41,GB42DNES57602794265199
100,0000000804,BR,60844157,2364520170,,,,Harrison-Heath,GETFFR1IPRI,GB73OQGW10691612736080
100,0000000254,MX,52786332,0896462395,,,,Evans-Skinner,EHNUFR4LY8C,GB73JKMW32014680633499
100,0000001771,PL,49158888,2280416880,,,,Bull and Sons,VDSEFRFC,GB68QRGO70939066152916
100,0000000249,BE,50817600,2557134823,,,,da Paz Costela S.A.,LIDKGB5GI0R,GB25NUWC65655024545827
100,0000000057,JP,25043530,5460505678,,,,Hamann,EPJUGBYD,FR3899094647780329529483639
100,0000001749,AU,20606247,4632251751,,,,Azevedo,BFXYGB2GG0X,GB40URLT69092173105762
100,0000000623,FR,54774437,3934752064,,,,da Mota - EI,WCFRGB1Q,FR1817498419299945682792133
100,0000000217,GB,50045399,1302257764,,,,Castro,GPHVGBMQHYL,DE56182452179557195269
100,0000001039,MX,82225045,7703713996,,,,清水食品有限会社,RTWAGB94F12,GB86SGAZ22818889001901
100,0000001194,IT,52013035,8801924837,,,,Gomes Ltda.,WIAOGBJ9,GB88ZIPQ19476377794759
100,0000000219,MX,88518762,7902988767,,,,Buchholz GmbH & Co. KG,MJYLGB7Z,GB43MZTA47117871540194
100,0000001943,BR,98967212,8963663456,,,,清水情報株式会社,SGHUDE6I0E6,GB49OJME26129402091813
100,0000001806,SE,22859151,4201970170,,,,"Kelly, Welch and Hughes",ZFPQGBSO,GB67OUOM79430018074448
100,0000001743,IN,61178060,7937174737,,,,三浦建設有限会社,AFUVFRZQZT6,GB52DTFE87964951214623
100,0000001046,AU,29580939,9828479477,,,,Moreno S.A.R.L.   ,TPMBGBWMFU5,DE23973141841227957911
100,0000000239,JP,09558305,7260510472,,,,Gauthier S.A.   ,ZKMTGB2QMUW,GB54DJUT98610803050269
100,0000001505,BR,51671615,3870858034,,,,Frazier Inc,ANPXFRI1,GB89YONA41731789273547
100,0000000337,US,65013104,0196459290,,,,Fry-Smith,GADUDEAZ,GB23XYOY62162105307602
100,0000000892,US,46323888,4806343557,,,,Royer Meunier S.A.,QWLTDEHN,GB87CMMN38407610489977
100,0000001425,PL,76357874,5323776112,,,,Käster Hendriks GmbH & Co. KG,JQGBGB7E0S5,FR3579285491588740228407192
100,0000001948,ES,28727461,7138231642,,,,Campos,YNHFGBMG721,GB12YGVZ88706539637780
100,0000000063,ES,77161101,7944123136,,,,Fischer Stiftung & Co. KG   ,ODJZGB8G,DE75775488449117173604
100,0000000308,KR,98817403,5470785999,,,,Lejeune Pottier et Fils,TIAOGBCH,GB20IADZ60436101352169
100,0000000623,US,77820528,4449376941,,,,Fonseca - ME   ,KMENDEYBKM6,FR2117878509778791236812721
100,0000001626,JP,41038345,2541157496,,,,Garcia Ramos S.A.   ,HJTCGBCZ,GB90PAEZ85607005403579
100,0000001325,CA,88850896,2375751465,,,,株式会社佐藤情報   ,WKNNGBSY,GB97UARM11680997488276
100,0000001163,US,18617099,2331951216,,,,Fournier   ,XPBFDE3R,GB55QUKA55319535178646
100,0000000495,BR,14610572,6705947199,,,,Albuquerque Fogaça Ltda.   ,BXAMGBD0,GB29DXVR37784596775860
100,0000001184,MX,48312847,9109516853,,,,Watson-Jones,AEXEGBW4BHL,FR6735319263327091234287991
100,0000001273,KR,82171255,1780401666,,,,"Kline, Williams and Jackson   ",XHMPGBO2,FR1760931160834155120231765
100,0000000322,MX,28640112,0276321235,,,,Laine et Fils,GCBDDEPK,GB02KWZB39032945695181
100,0000000200,CH,55693224,0421826173,,,,Bousquet,TSMNGBS5GR3,FR5966892653161479404535706
100,0000000771,IN,62251299,8671748354,,,,有限会社三浦ガス,MZLXGBJ9UT1,GB41ETIE08036395755605
100,0000001544,CN,29241720,0935891871,,,,Hewitt-Turner,FZCCGBK8SA5,GB97SCSK86360280121733
100,0000001436,FR,54125923,2923776355,,,,Silva,XQSJDECOK9B,FR7696742462557413822541620
100,0000001615,CA,75467737,4726602068,,,,Smith LLC,XBWNGBFI,FR1403357027435543743905929
100,0000001122,CH,52317611,5913465160,,,,Stokes-George,PFMPGB9ACK5,FR5822980753224153043797069
100,0000000763,NL,21947309,7559322705,,,,Dorsey LLC,HCSXGB6BUNC,DE76073430547270885918
100,0000000578,BR,71399263,1188765749,,,,山口運輸有限会社,GOQQGBZ1,DE08359611311850509065
100,0000000515,IT,84217794,7578529577,,,,Bousquet,MVQDGBEK,GB91JSYP40766161030375
100,0000001414,AU,54278933,1759482006,,,,Barbosa,XJSDGBEHROJ,GB06ATWC76981630312407
100,0000000475,PL,67804361,7822465908,,,,後藤電気合同会社,LSLOGBIZ,GB09DDLA21222447506147
100,0000001866,IN,74313758,9968681097,,,,Clark Group,ODAMGBM67QL,GB47RKWA49926115933449
100,0000000117,MX,64745782,0134690636,,,,Francis LLC,USWUGBFILDN,FR8326088322837975218337757
100,0000001897,CH,80042478,7561386409,,,,"Ross, Wilson and Henderson   ",PCJYGBK583C,FR0437716263843382644019910
100,0000000691,US,34738858,4574225655,,,,Camargo,XXSYDEEA3G9,FR1838418226182193561650074
100,0000001408,AU,76616685,1069669571,,,,Carter PLC,AHZGGBG7OTQ,GB54DAYS18806892127579
100,0000001601,US,75012303,8607359987,,,,Bodin et Fils,XWYADE27,GB56UKRB41859406133716
100,0000001043,PL,38451859,1689252757,,,,Segebahn,KIMIGB8V,DE09416881803436023093
100,0000001618,CN,43979104,9727908890,,,,Davenport PLC,GLWWDE1JZZK,GB85AXWM63568358336694
100,0000001498,PL,59147734,7315593385,,,,Lejeune,GKGMFRTC337,DE55041659327766344149
100,0000000112,GB,05927165,8975593085,,,,Murillo-Henry,HDSFGBH1FE2,FR5238498005924153516449079
100,0000001142,CH,92787456,1130220853,,,,合同会社岡田銀行   ,DGHOGBFK,FR8015466885186940322662437
100,0000000430,ES,94707070,7306587374,,,,青木食品有限会社,LGAQDEIH29Z,GB95BZGR52020764500701
100,0000001793,AT,60274206,6005026090,,,,合同会社渡辺ガス,HKWZGBKH6YW,GB95QCIH17756184994383
100,0000000190,GB,72176476,3304711425,,,,Santos,VNKQGB5DLY5,FR2365410689648834144691067
100,0000000360,BR,48526370,9426454937,,,,合同会社高橋電気,MVUDDE3O,GB59HNMW98579054162034
100,0000001525,KR,79595976,1685462393,,,,Clarke Inc,JRIJGBTZ,GB62FWXT53362683928962
100,0000000550,KR,59237323,8720668269,,,,Payne Ltd   ,TJZYGBJLII1,GB12ANPG55314262576415
100,0000000174,FR,40178014,9440813154,,,,阿部建設有限会社,XLEFDEOHQVA,GB04LCWN59061688612891
100,0000000743,DE,96304932,7074951404,,,,Campos Ramos S.A.,JYJWFR4D,FR3735870903872078959207183
100,0000001642,FR,87908966,7565185202,,,,阿部農林株式会社   ,QUQHFRBP,GB90DKVS97989618989760
100,0000000841,CA,37648091,5540119166,,,,有限会社太田通信,MLVUGBNN,GB19OHYQ27088522019706
100,0000001653,US,48318245,1271470425,,,,Launay Bouvier S.A.S.,BBBTGB4N,DE19132640905394385588
100,0000001506,JP,81752557,2785839053,,,,合同会社山崎鉱業,IYTVDELY5RR,FR7924470413114015852472857
100,0000000166,DE,50040322,4857159525,,,,Grimes Ltd   ,WFLHFR89DLX,GB52FPZM96872540988491
100,0000001300,NL,31390871,5109974455,,,,Diaz,VGPLGBUTTGM,GB29SEVK00450276108033
100,0000000785,PL,19388601,2469574207,,,,Powell-Walker,ZGAFGB16,GB46TBUE31003496925765
100,0000001283,KR,31714804,9519007703,,,,Green and Sons   ,WUXKGBO4,DE43383703573781561670
100,0000001685,US,40328714,3981787780,,,,株式会社吉田鉱業,KATJFRJRIOO,GB75VXFC46011173473355
100,0000001134,IN,98014893,2225067928,,,,"Little, Williams and Maddox",ZGHDGBNY,GB35LMXI58902005344687
100,0000001577,CA,32631559,8020266577,,,,合同会社小林電気,TEPMGBTXLD1,GB21GIBT76592627704977
100,0000000093,US,39197339,9406259095,,,,株式会社加藤ガス,RHGQDEDU0SN,DE23667848027838605003
100,0000000242,NL,84014111,1268027644,,,,Casa Grande,IKOEGB14,DE86555703288860027310
100,0000000627,DE,91348804,7335095033,,,,Hardy David S.A.R.L.,VDYMGBMU,FR9263034708843247172938307
100,0000000377,JP,18743464,6924749823,,,,Bernard et Fils,ABPGFRB1OL2,GB30VJAP91753807821637
100,0000000930,AT,30657131,5824960678,,,,Lemoine S.A.R.L.,EVRDGB3R,GB50SHYW36532571419545
100,0000000308,CH,63471963,1443831069,,,,Souza,WHLDGBMX6H6,GB30SOZS87760400492899
100,0000000921,BE,92180404,7245142311,,,,Gehringer Schäfer GmbH & Co. KG,JVZCFRN7,GB25ARVW38268928461261
100,0000001732,AU,92682462,9278471546,,,,Adams-Gibson,RYOHGBIIRBE,GB63TZIA16193001578854
100,0000000952,US,66723277,9806470904,,,,合同会社加藤水産,OMIYDEO01RM,GB15YRHS59861533339836
100,0000001028,IT,58927608,6041707692,,,,Souza S.A.,HAMKGBONL0M,FR4890137107243823393245353
100,0000001177,GB,69791454,0731629625,,,,Griffiths Inc,DGGMGBA6,DE95790914825456306163
100,0000001079,BR,89348157,1517571145,,,,"Smith, Ortiz and Lopez",EIWWDETI5E8,DE71814396240418074620
100,0000000573,US,80404478,2742100368,,,,"Lyons, Ramirez and Chase",ZDRVGBU6,GB93LMCH65439196382102
100,0000000716,PL,33808818,6183973962,,,,Mälzer   ,CLWYGBWTYWN,GB68AUAW74601550055280
100,0000000530,BE,30547825,4558011980,,,,"Lee, Ball and Thomas   ",OUHQDESNARX,GB63WOWP80541165880434
100,0000000753,KR,45033224,3772062570,,,,株式会社山本水産,GRDGGBEA4K9,DE92067154910329709128
100,0000001475,BR,93634869,6616796538,,,,Bond-Buckley,GFQWGBI43ZA,GB06EKBA00527828594964
100,0000001502,MX,08228921,7504414928,,,,Deschamps,MFPZGB817II,GB51UQZY02128064282346
100,0000001413,CA,72796669,5206475343,,,,Clark-Ahmed,AFBIGBEK,GB26OLSC99309620296705
100,0000001983,AT,46168086,1619262395,,,,Santos,MEXNFR3GAOG,GB44PYNB45110152351954
100,0000000555,CA,79849451,2917686320,,,,有限会社井上ガス,ABFSFRWO,GB78KGHZ67739289281119
100,0000001847,BE,89074908,9059790190,,,,合同会社斎藤保険   ,BBCEGBJR,DE25200995405108807947
100,0000000597,IT,80154783,7207968984,,,,Caldeira,MFYXFR7S,GB11QKOE14605789051555
100,0000000333,GB,23166064,2319682578,,,,山崎鉱業株式会社,ZEQHGBCK,DE34677698113615043525
100,0000000021,AT,56270037,0096115252,,,,Leão,EANKGBWGZU0,FR1677144263611499984803525
