MANDT,LIFNR,BANKS,BANKL,BANKN,BKONT,BVTYP,XEZER,BANKA,PROVZ,STRAS,ORT01,SWIFT,IBAN,KOINH,KOVON,KOBIS
200,0000001513,CH,91212390,4181157117,,,,"Fleming, Carpenter and Morgan",,582 中島 Street,Naylorfurt,ISDWGBDQL6W,DE90627864250146058440,,,
100,0000000218,GB,30691369,7066430264,,,,山田運輸有限会社,,8623 Fletcher Underpass Apt. 316,Camargo dos Dourados   ,MMXVDESIZUS,GB13RQQS57106016075354,,,
100,0000000089,AU,86607930,6924514950,,,,Hamann Wiek KGaA,,455 山崎 Street,Wittenberg   ,BUVYGBCN,FR3835409291843925476631870,Pedro Lucas Aparecida,,
100,0000000841,BE,29356684,4850291063,,,,Marsden-Harrison,,"Studio 86E
Frank Stravenue",川崎市高津区,PKSRGBB9,GB54JOVZ13770560911954,,,
100,0000001996,US,06249602,7448180496,,,,Rudolph Rohleder e.V.,,23 Bradley Freeway,East Natashafurt   ,ENYUGBF1531,DE37725849559561678394,Danny Gould,,
100,0000000535,IN,25589292,7785676422,,,,Duarte e Filhos,,Hofmannstr. 2/6,Kingside,ODAUGB63UHZ,GB29OVDK07171697668879,,,
100,0000000682,GB,77468900,1367142658,,,,"Stanley, Rogers and Porter",,"Feira da Paz, 84",Wanzleben,EEGBGBPGUFJ,FR0345834445875182430616698,,,
100,0000001862,ES,02751253,7115857488,,,,"Nelson, Carter and Zuniga",,617 Smith Route,Meyer   ,AUOJGBYI,GB03WBQO85810833440698,Dr Richard Sheppard,,
100,0000001268,SE,59531815,5911948125,,,,Jacquet Allain et Fils   ,,"Travessa Luiza Aparecida, 8   ",Lake Melinda,VELHGBXQ6I8,FR8014863751623611947069721,,,
100,0000000417,IN,75127762,5925825882,,,,Brunet Techer S.A.R.L.   ,,"Conjunto de Montenegro, 66",大網白里市,COQJDEX3,GB46HNTE84591684090004,,,
100,0000001894,JP,02538305,2885443095,,,,Barbosa,,Bonbachring 14-20   ,Vieira,MSXOGBDZ,GB11YUEQ49094854942851,林 桃子,,
100,0000001319,CH,99784353,7262218543,,,,株式会社山田銀行,,781 Noble Villages   ,Valerieton,HCSEDEEACT6,DE24688111882636962885,Dr Robin King,,
100,0000000020,MX,87227256,8751541419,,,,Perrier et Fils,,"391, rue de Bonnet",Bitterfeld,ONGDFRJJBDL,GB04XZFZ20768744426251,Ms Ashleigh Holland,,
100,0000001185,BR,42405951,3187443205,,,,Bonbach   ,,Maya-Löffler-Allee 6   ,Bernburg,HNLNFRO1SV5,GB51OJJZ45143703558537,佐藤 結衣,,
100,0000001463,MX,90982631,2763661406,,,,Seip Rust AG,,471 佐々木 Street,Barbosa do Galho,QZLZDE8E,FR0827216123074382255684738,Marc Fournier,,
100,0000001895,FR,22895170,3838081591,,,,Gray PLC,,Scholzring 7,Brun,HWWRGBL8,GB39IUDZ91983549576211,,,
100,0000001166,JP,93240528,1841438322,,,,Hart-Greenwood,,520 木村 Street,Gonçalves,DWBCGBBCFIC,DE65985053135685821139,Davi Luiz Cavalcanti,,
100,0000000002,NL,78227834,2117511518,,,,Rosemann Gerlach GmbH,,"Setor de Sá, 5",Jessicaland,PJWIGBMH17Q,GB05DQPX01852384564125,Corinne Tanguy,,
100,0000000939,BR,59566058,2060039868,,,,Leclerc,,860 Farrell Lodge,Lemgo,SRLZGB0S,GB42VOXU83120030121591,,,
100,0000000346,JP,29156305,2640784458,,,,Bowen Group,,023 山崎 Street,Hoyerswerda,GEWSFRJG,FR1539618327741822557842344,,,
100,0000001631,FR,80509398,1260827036,,,,佐藤印刷有限会社,,"Flat 17e
Henderson Harbors   ",East Ashleymouth   ,QGXTFRAK,FR1362838790461995766688322,Mrs Julie Howe,,
100,0000001672,PL,75713679,3985769055,,,,"Clarke, Rogers and Jones   ",,869 Davis Rest Suite 609,Port Dianefurt,SMICGB28CQ6,GB42NMKE86040490545904,小林 裕太,,
100,0000001925,FR,04675685,2096893590,,,,Arnold and Sons,,215 岡田 Street,Hayeston,WWFLFRKN6RW,GB31FEWC22269024977773,Christina Foster,,
100,0000001963,CA,66614776,8599233863,,,,Gibson Inc,,3373 Kelly Isle,山武郡芝山町   ,CXWOGB499Q9,GB15GQHA89944375551851,,,
100,0000000434,AT,41040553,2045056127,,,,Dupuy,,4686 Katrina Fall Suite 179,Caldeira   ,AWAUGBN0FOQ,GB89KVPG96534613321004,David Alvarado,,
100,0000001345,FR,48487683,3562750758,,,,Freitas,,16 Ruth Burgs,Bradyville,EEKOFRGS,GB09QULC41401466947903,,,
100,0000001875,BE,23268392,9531752636,,,,"Freeman, Quinn and Swift",,"88, boulevard de Peltier   ",Begumhaven,RFJWFRC3,GB43EZLR36385357545010,Arthur Fonseca,,
100,0000000066,PL,91884316,1311982398,,,,"Thomas, Harris and Carter",,"Studio 34u
Maria Canyon",Williamside,ACTUDEO9XSB,GB58TTJV35908036082618,,,
100,0000000173,MX,24631194,6412739888,,,,Stiebitz Wilmsen KGaA,,695 斎藤 Street,Husum,RNQXGBWV,GB32LMZO83843969783366,,,
100,0000000509,MX,87441962,4486490492,,,,da Rosa Caldeira - EI,,Eigenwilligstr. 29/70,Saarlouis,NORSFRB0,GB69VIMF30574392436176,Laís Dias,,
100,0000001970,BE,26025881,5203239558,,,,Guillou   ,,"876, rue de Texier",Martins,SUYOFRK8D4A,GB26NZEQ24864289512769,,,
100,0000001243,CA,44595697,2742156661,,,,有限会社三浦農林,,Jungferstr. 59,Jonesborough,EZEJDE01BJG,FR3961628836100092326778543,,,
100,0000000502,MX,62860802,9518258574,,,,Bennett and Sons,,731 山崎 Street,Lake Nathanielburgh   ,AQNKFR42AWD,GB75BRLH29508753852441,Lunna Pastor,,
100,0000001894,CN,86992697,9978957541,,,,Perez-Walls,,"Núcleo de Barros, 3",Garcia,JDOBGBUQ,GB10SIND94624662851238,Mrs Georgia Riley,,
100,0000001292,DE,36112046,7679475281,,,,Duarte,,"Favela de Ribeiro, 292   ",Mccoyland   ,IFIUGBNA,GB51VBAD56313612773772,Claire Brun,,
100,0000001685,FR,68806155,8949266956,,,,Stiebitz,,033 西村 Street,Lake Mitchell,PBWUFRIQ4YL,DE19855765945135897479,,,
100,0000000415,US,63640020,6575371893,,,,株式会社斉藤運輸,,63993 Eric River,Porto,JRYFGBLS,GB14JVRH80872329270144,Cauã Souza,,
100,0000000790,IT,84773172,7938549458,,,,Fogaça,,"781, rue Claire Chrétien   ",Miguelmouth,VLPOGBCP,GB24JCQK15509656856247,,,
100,0000000570,BE,27486195,5223001518,,,,Hettner Ullrich GmbH & Co. KGaA,,boulevard Paris   ,Lake Dustinberg,ITAMGBH1,DE55619302695730640184,,,
100,0000000344,JP,19773731,3901215481,,,,"Williams, Adams and Lewis",,965 山崎 Street,Descamps-sur-Renard,ZQZSGBS0O50,FR4436518577715761138822496,Auguste Morin,,
100,0000001708,JP,04699132,4923761847,,,,"Baker, Bennett and Bibi",,Alexander-Krause-Platz 0,East Ameliaton   ,DEHAGBCDWQD,GB23DZWD26701521635882,Georges Bouchet,,
100,0000001446,SE,84261552,4284486101,,,,Gordon and Sons,,"Studio 87P
Hodgson Manors   ",富津市,YGMHGBUATZK,GB71JTLB20242468409187,中島 里佳,,
100,0000000837,PL,21984057,5258463095,,,,Junken Schomber KG   ,,Zeki-Holsten-Allee 40/92,Rolland-les-Bains,CXNUDE9W22H,DE87154119280962194469,Christopher Nguyen,,
100,0000001070,IN,83932314,7072520718,,,,Williams PLC,,"Largo de Nogueira, 85",中野区,ZDXMGB8VKV3,DE73910811703188785136,,,
100,0000001747,NL,28437407,0690511601,,,,Birnbaum,,"63, avenue de Tessier",Sanchez-sur-Joseph,UZCUGBE08CB,GB77FJAH79009455636332,,,
100,0000000132,CN,28553509,5503850712,,,,Merle Pires S.A.S.,,524 Allen Dale Apt. 935   ,North Karenfort   ,RVBXGBASREB,GB43HYUU96067191054967,Suzanne Lombard du Lambert,,
100,0000001283,GB,75235555,5822567667,,,,"Goodman, Taylor and Lewis   ",,Jardim de da Rocha,Laroche   ,ZUJHDE5W,GB13JSFY38621676035439,,,
100,0000000700,NL,44644781,9135959147,,,,"Terry, Peck and Mcmillan",,Jochen-Rogge-Gasse 1294   ,Erkelenz,DDRTDEH4OAD,GB09LOWR54563827081215,Dr Sam Price,,
100,0000001193,MX,18881559,9771806457,,,,Jungfer GmbH & Co. KG   ,,Gunter-Geißler-Ring 6/7,Valette,UPIEGBWF,GB35TPQK00000183911955,,,
100,0000000395,IN,11008618,2123220938,,,,Trüb Wohlgemut e.V.,,544 長谷川 Street,LégerBourg,POLGGBJR,GB43OBSJ63693058249814,Benjamim da Rocha,,
100,0000001390,PL,59517257,6685208254,,,,Torres Ltd,,Ritterplatz 4,Lake Elijahburgh,OPYNGB4TDO2,FR7121747177167383144907723,加藤 さゆり,,
100,0000001009,CA,84651147,1732508812,,,,Weiss-Stevens,,Egbert-Speer-Platz 32,Mcbrideport,QOZBGB8ZOC9,GB02QNDS58770213841922,Pierre Camus-Perrier,,
100,0000001925,JP,52248530,8630943069,,,,Martel Collin S.A.   ,,Bolanderstr. 9/4,国分寺市   ,YUHMGBZE8JN,DE07658316766974343150,June Wilson,,
100,0000001508,AT,52338711,5042967865,,,,Bruder,,089 Timothy Ramp   ,Lake Marvin,TYAXDEQM,GB50QFMZ56186601278215,Benjamin Martineau,,
100,0000001525,IT,21715858,4464638594,,,,中島保険株式会社,,Jesselstr. 3,Mainburg   ,FBGLDEDUWIW,GB94SAAE87154401597245,Caio Albuquerque,,
100,0000000435,NL,56685179,6970662448,,,,吉田運輸有限会社,,726 Harrison Ramp Apt. 822,da Paz da Praia,EUILDEKBQOZ,FR4412316782390612070850193,,,
100,0000000939,ES,97444896,9764805248,,,,Barry-Palmer,,Resi-Stey-Platz 27/99,West Lewis,IVHLGB36,GB46FTIH76524530957171,,,
100,0000001026,SE,03308369,7310840235,,,,"Haynes, Ahmed and Watson",,"85, chemin Claire Vidal",North Cynthiahaven,FITIDEMD7IJ,GB15ALTW50073627838648,,,
100,0000000488,AU,29334830,0866414804,,,,Higgins LLC   ,,"Fazenda Siqueira, 10",Vargas   ,TTMCFRFC,GB07XYGF85115173618890,,,
100,0000000543,CN,29787251,2374566380,,,,Macedo,,Reuterstraße 285,Saint Sabineboeuf,IJWLDE7O38D,FR8163573155090581373899620,,,
100,0000001713,MX,25440758,2813130026,,,,有限会社鈴木鉱業,,655 Mason Rapids Suite 782,印旛郡印旛村,BWSMDEI7,GB14TTAA47292603204285,,,
100,0000000529,IN,04065413,4977501629,,,,合同会社山下印刷,,5796 Christine Gateway,Arthurmouth,AXGOGB75,DE26901384484556958604,,,
100,0000001054,MX,86682819,4797532366,,,,佐藤保険株式会社   ,,"Lago Juliana Campos, 379",Andrade,LGUFGBZWTXT,GB06JTFL03036367023468,,,
100,0000001905,NL,04040331,7089238619,,,,Martin-Smith,,"Avenida de Borges, 64",West Maryfort,YPFIGBSQS6Q,FR2306780034775118827335057,,,
100,0000001750,IT,94493992,4083885337,,,,"Cooper, Banks and Kelly",,"50, chemin Frédéric Nguyen   ",Gunzenhausen,LDZNFRO1,FR9054670666787897325215510,,,
100,0000000231,AU,71137105,6222013363,,,,Albert   ,,"Studio 0
Hall Wells",Soltau,LFIBGB6QTQ2,GB66BMJQ73703605852323,Danielle Harris,,
100,0000000676,BE,06039490,8153827236,,,,Maldonado Group,,rue Hugues Da Costa,Kennedyport,ONNSFRZD,FR2477843601574830112041797,,,
100,0000001015,AT,28722806,8474262376,,,,Schleich,,"60, boulevard de Gallet",川崎市川崎区   ,XCQLDE6MPHB,DE64863870772731597027,,,
100,0000000581,FR,52785883,2768090512,,,,Gomes   ,,"Setor Francisco Nogueira, 31   ",Peltier,DTKRGBWN,GB15HEVZ65162551587948,Dr. Rael da Rosa,,
100,0000000981,GB,88160823,2879328374,,,,株式会社山口保険,,"Studio 2
Harvey Point",Watkinschester,RKKUGBZQ,FR1134851461510352970545842,Vincent Godard-Colas,,
100,0000001517,AU,31485480,4796875441,,,,McLean and Sons,,577 三浦 Street,板橋区,SCHHGB11LRG,FR9840769680108468474596375,Elizabeth Haney,,
100,0000001252,SE,88071826,4494778116,,,,Aragão Gonçalves S.A.   ,,"Aeroporto Eloah Marques, 2",Potterbury,UEPPGBL2,GB28EMHY32542863574462,,,
100,0000001415,MX,03372155,3196943099,,,,Campos-Miller,,Scholtzweg 5   ,Davishaven,KAAODEY47NA,GB57IKZB99462343797635,Aimee Robinson,,
100,0000001552,JP,95943162,2834798394,,,,McDonald LLC   ,,"Flat 60e
Kent Rapid   ",三鷹市,LPGMGBL9GKY,DE11477694221586087983,,,
100,0000001412,IN,01040430,4398042680,,,,Hammond-Fox,,674 高橋 Street,Lopez,ZHSAGBG1,GB84SGWQ22598425541560,Ivo Jacobi Jäckel-Börner,,
100,0000000763,GB,05738177,5829814535,,,,Begum-Kaur,,Suzanne-Langern-Weg 1/4   ,Freital,ZMYYGBOE7ON,FR0888954663968912131570588,,,
100,0000000671,AU,53765561,8335748340,,,,"Salinas, Rodriguez and Jarvis",,"Via de Aparecida, 71",Lübben,UUJMGBCN1EP,GB50AGHU58802309406486,,,
100,0000001660,ES,48433873,4940765477,,,,合同会社森印刷,,"Núcleo Oliver Jesus, 24",稲城市   ,FAMBFR4JBFX,GB31IFDR33371894309655,Sevim Gude,,
100,0000000553,SE,57980972,9909185746,,,,Bradley Inc   ,,"67, boulevard de Jacquot",Saint AdélaïdeBourg,KTHQGBY3,GB63RPYB29756919655032,,,
100,0000001526,JP,47354282,6505378041,,,,Kühnert,,2 Smith Roads   ,Saint Madeleine,BYYGDERI86I,GB08GZDA09029233147854,,,
100,0000001106,MX,57905877,7941157924,,,,Christensen and Sons,,Mühlestraße 1/8,Brandonfurt,IHBXGBPRQAM,DE41123026625610477021,佐藤 結衣,,
100,0000001158,JP,59119704,7221765628,,,,"Yoder, Harrison and Daniels   ",,534 Moore Points,Camargo de Minas,AAUQGBXRL1N,FR1929216761531395693725564,,,
100,0000001404,FR,79611520,2175954459,,,,Duncan-Griffin   ,,65 James Meadows,Michauddan,MJTFDE26BPY,GB88XYDJ40652047956231,高橋 智也,,
100,0000000747,IT,99222840,9251359708,,,,Rezende,,00 Joshua Gardens,East Ann,ODMYGBMZ,GB78YWEF78021092616396,太田 美加子,,
100,0000000213,SE,04240566,3376169272,,,,Castro,,Residencial Pastor   ,Ribeiro,RPPSDEGT,DE09764338254326909625,Aaron Hope-Griffiths,,
100,0000001274,CA,68056651,5027278702,,,,da Rosa,,"2, avenue de Lambert",国立市,FFMQGBP90C7,GB05ZTRC19239149465950,Eduardo Machado,,
100,0000000585,DE,41798568,7858079281,,,,Loiseau S.A.S.,,323 藤原 Street,South Tomville,QQNSFROO,FR4495027817189548865338037,,,
100,0000000616,BR,40696888,5554355187,,,,Trubin GmbH,,154 阿部 Street   ,RoyerBourg,BWSOGBRFQXU,DE67314742267556421247,Maria Sophia Almeida,,
100,0000000510,SE,85507529,4951084927,,,,Patel-Jones,,Ingeborg-Speer-Platz 335   ,da Conceição do Amparo,XGLTGBPS,DE87905615230720190765,Julia Price,,
100,0000000039,CH,85982306,4096530145,,,,"Green, Weston and Stevenson   ",,"Travessa de da Luz, 26",Williamsview,URRHFRVW8MX,GB21MGFQ77211683157494,,,
100,0000001163,IN,30226297,8514621726,,,,Weihmann Hofmann AG,,6391 Lane Forks,North Marie,ORSOGB5HWUS,GB26JFZX02554769556468,,,
100,0000001212,US,93995480,2931408747,,,,Chauveau Guillon et Fils,,Campo Pastor,八王子市,KETSGBJ9W45,GB03ZWVO87322553824259,,,
100,0000001502,CA,06366924,5961173942,,,,Bryant PLC,,"Conjunto Azevedo, 81   ",Campos,PPBAGBJ6,GB50MUAR38832475155239,山本 充,,
100,0000001602,CH,66501845,8795501337,,,,"Tucker, Spencer and Wood",,"60, boulevard Louise Rolland",Mercier,MNJMGBGUGS9,GB96EYSE84056540813346,,,
100,0000000120,AT,18439584,2663694735,,,,株式会社長谷川電気,,"Estação Araújo, 70",青ヶ島村,YKRTGBBGWTN,GB64PGAE92231969128313,Baldur Budig MBA.,,
100,0000001997,BE,13164340,7478361437,,,,da Paz,,Rodovia de da Mata,Lake Gregory,FVUZGBFUV5C,GB07VPOA32970466330456,,,
100,0000000431,SE,72431157,0804015129,,,,"Parker, Anderson and Walsh   ",,50499 Pugh Mission Suite 931,Morrisville,BNGAGBOX9VC,GB30PABC75234418940431,Daniel Diaz,,
100,0000000613,AU,62594271,3308911510,,,,Lefèvre,,592 鈴木 Street,印旛郡酒々井町,IRULDEHPSYL,GB63QXRY17208077468691,,,
100,0000000853,MX,68760777,2309669751,,,,Dijoux,,40517 Donald Passage Apt. 073,West Roymouth,ZFBUGBUE,GB30ABLU29539717901604,,,
100,0000001314,IN,87281678,2110713510,,,,Romero Ltd,,Slavko-Lindner-Gasse 1538   ,Debraton   ,KGABGB1D2SP,FR3407979165941047879614021,Caio Silveira,,
100,0000001241,ES,88249575,2113438915,,,,Fiebig GmbH & Co. OHG   ,,"Avenida de Moura, 1",夷隅郡大多喜町,DAMODEHZOVR,FR8928904314782107583898984,Gerald Anderson,,
100,0000000121,IN,38632818,3056377804,,,,Ortmann GmbH & Co. KG,,945 西村 Street   ,Port Geoffrey,KFJGFRFU,GB86TVWG11863695065892,Christy Delgado,,
100,0000001342,IT,06414721,2527471533,,,,Bailly,,"Condomínio Breno da Rocha, 68",Miesbach,CBJBDEL5WYB,GB41YQPZ76049792166295,Tina Stewart,,
100,0000000848,CN,33786656,3781192562,,,,Farias,,823 Berg Circle Apt. 566,Darmstadt   ,HRHJDEQI,GB60AKXU77224878996020,,,
100,0000001968,PL,13743355,8397696191,,,,合同会社田中農林,,Linkeallee 99,練馬区,MSJCGBJC,FR1506453996049940860648090,Cecilia da Conceição,,
100,0000000056,BE,78029374,8589235059,,,,Matthäi Drub GmbH & Co. KGaA,,357 加藤 Street,South Cameronshire,QKFPGB68,GB55SBHW79588149869054,,,
100,0000001531,CN,34395459,0349949270,,,,da Paz,,"Chácara de Rodrigues, 54",Alexandraborough,UKMHDEB4,GB29BXAT41133647401999,,,
100,0000000907,FR,44344297,8100265155,,,,合同会社渡辺電気,,Erna-Salz-Ring 4-1,Morindan,KNMTDEAD,GB03PKWK81183479388486,Marc Schäfer-Scheel,,
100,0000001722,IT,43303291,4970878264,,,,鈴木保険株式会社,,"Alameda de da Costa, 93",Herford,ICJJGBLZQH5,DE63652764496879280735,,,
100,0000001577,AU,67386238,4288011708,,,,斉藤通信有限会社,,Zirmering 495,North Leigh   ,LIJHFRHDGTR,FR6531035491844470174562757,池田 裕美子,,
100,0000001328,MX,06948285,4640158810,,,,da Costa Albuquerque e Filhos   ,,Philip-Gotthard-Weg 4-2,da Mata da Mata,DEJQGBX5A9K,GB33HNPK93874485958566,John Collins,,
100,0000001130,IT,11902586,4841785559,,,,Castro S/A,,481 石川 Street,Leroux-les-Bains,PYQUGBNC,FR9499543947750942257062152,Henriette Faivre,,
100,0000001577,CN,07911920,7943697591,,,,Warren Group,,"Chácara de Nunes, 59",Barbe,VPBZDE6E,FR6884629088811851321688864,Amélie du Collin,,
100,0000001697,US,11025754,4408172413,,,,Hornich KGaA,,"Studio 52n
Graham Square",New Denise,JLLLFRG0ZPZ,GB23HDEI67287050872274,,,
100,0000001265,SE,53385108,6161656902,,,,Wheeler-Blevins,,Ernst-August-Ladeck-Straße 7,Gaillard,EYBFGBM0,GB82MEFU76608473350150,佐藤 花子,,
100,0000001431,ES,44145434,4148790503,,,,Roskoth GbR,,287 木村 Street,South Emily,XWYFDEV6,FR0609732348578684310509949,,,
100,0000001814,GB,02017693,4736292746,,,,Williams Inc,,"Área Peixoto, 6   ",Albuquerque do Sul,VVOCGB2F,GB23THMH87749769516318,,,
100,0000000322,FR,87959300,3706721532,,,,Mitchell-Gomez,,Andres-Gunpf-Allee 681   ,Brilon,CPNWGB39ID1,DE48727037310033829310,渡辺 知実,,
100,0000001714,BR,22950470,6216518356,,,,Burton Group,,Klingelhöferstraße 3-3,Peron-les-Bains,TSFJGBX1,GB75UGAQ80208552325510,Anthony Lee,,
100,0000000836,CH,47747812,2652041269,,,,Coste Gallet S.A.,,Löwerring 47,Nogueira Verde   ,QODDGBY2,GB92LUMO86949983935485,,,
100,0000000182,MX,98463585,9529228342,,,,有限会社三浦印刷,,"Flat 79
Ben Well   ",Humbert,LLBEGB9K,DE71105151530522583056,Kate Pearson,,
100,0000000267,BE,64469713,4827041002,,,,Nolan LLC,,Chácara de Ramos,Altötting,VALJGB69O1G,GB29ROKO50338496379019,Marcus Clark-Parker,,
100,0000000172,CA,31155372,0507503442,,,,Allen-Edwards,,"Studio 54
Clive Drive",Ericburgh   ,RUUJFR0A,GB70VJKQ27362266940779,Gabrielly Macedo,,
100,0000001022,BE,41999469,5037005817,,,,Weiss,,505 Burgess Plaza,Jonesshire,HMOEGBH0,DE75671035699154037981,Dra. Maria Alice Souza,,
100,0000000582,PL,06496911,8848824146,,,,Dupont Carre et Fils,,299 前田 Street,da Costa de Azevedo   ,WUGDGBIFI8U,DE56001717372321191332,,,
100,0000001695,IT,76837876,5168740084,,,,林水産合同会社,,670 山田 Street,West Stacey   ,RFLMGBG0,GB41IAKZ84183149125536,,,
100,0000000180,BE,45341516,9264375457,,,,Collins LLC,,Ian-Barth-Straße 8-4,Aragão,VDNAGBT1,GB80PXKJ76006328260606,村上 陽子,,
100,0000000792,US,14078586,4370480957,,,,Gough PLC,,Condomínio Leão,Schmölln,SITTDEFY,GB57ZXCO72148524958313,Amy Fleming,,
100,0000000727,CH,42635510,9235583224,,,,Jähn   ,,Favela de Peixoto,North Sandra,BLKLGBI8S0U,GB33ODBC98232128192756,高橋 桃子,,
100,0000001473,NL,00955947,3516069897,,,,Marques Moura - EI,,"52, boulevard Gosselin",François-la-Forêt,PJWQFR88,GB31KEMN70490408916520,Maggie Blot,,
100,0000001820,MX,30232918,4945524107,,,,Manning-Cooper,,rue Marques   ,Halltown   ,HZWDDE59,FR8120041130186274522605708,Emanuella Cunha,,
100,0000000733,DE,99077099,8081378820,,,,Vaillant Philippe S.A.,,995 山口 Street,Tracyfort,JTWCFRAM6XR,GB10KYHD42299264142816,,,
100,0000001110,CA,04496877,3869304180,,,,Johann Noack GmbH,,"Trecho Campos, 5",Rocha,CPMVGBY7,GB41JCZN77282043735646,,,
100,0000000744,CN,45212318,0854178710,,,,Alves,,Dussen vanplatz 60,New Anne,OFJKGBNE,GB23BSBJ87584070288930,Alexandria Le Lombard,,
100,0000001159,KR,65107054,2817618958,,,,"Evans, Russell and Robinson",,797 太田 Street   ,Costela do Galho,YOWUDEAL,GB43PMTV99588867601732,Teresa Guerrero,,
200,0000000067,KR,99276777,0363909532,,,,Dupré S.A.,,220 Billy Village,印旛郡酒々井町   ,SUSSGBO8R8O,GB12JDVM02553888534665,Alice Pineau,,
100,0000001681,CH,38433620,3329939235,,,,Reising,,Hettnerstraße 493   ,South Shannon,HZWMGB9I,FR4315523788292266901814340,Rhys Fox-Fleming,,
100,0000000188,NL,07635823,5732319531,,,,Pruvost,,"Flat 82L
Hewitt Square",Jenniferberg   ,CSOGGBOFGWN,GB76TSYF42562458186596,,,
100,0000000811,GB,20423871,5687787385,,,,Oestrovsky,,364 山本 Street   ,North Bethanymouth,VLSHGBT8Q2Q,FR9600188277737165688756023,,,
100,0000000097,AU,98264172,4105899675,,,,Reed Inc,,202 Hardy Spurs,Neunburg vorm Wald,SWNCGBT9HRG,GB94BEJM07387166454459,Aylla Vasconcelos,,
100,0000001989,CN,76061603,7488138388,,,,Tlustek GmbH,,"97, chemin Xavier Marchal",Andrade   ,MPUSGBGN,GB43NWJO49351139106065,Miss Diana Phillips,,
100,0000001354,MX,84480061,1677639244,,,,Vasconcelos   ,,Herbert-Weitzel-Allee 38-64,Ramos,KFJDGBBK,GB61ICYM40960640068817,,,
100,0000000319,IT,90719888,4166663383,,,,"Ferguson, Carr and Clayton",,314 中村 Street,Campos do Amparo,VLCVGBPK,FR8040749200698753010571107,,,
100,0000001010,IT,96676376,3002048098,,,,Smith-Marshall,,"Colônia Farias, 531",Hünfeld,TMQIGBYVA8P,GB20FOYX67049294165192,Stephanie Larsen,,
100,0000001125,PL,46938074,4257029496,,,,Henck Etzler GbR,,"Studio 60P
Field Hill",Schweinfurt,QCXWGBDQ,DE77737294271394137961,,,
100,0000000855,IN,69614579,9092441405,,,,"Wilson, Kelly and Berry",,Junkring 20,East Donnaton,YCPRGB9Y,GB26DDJR90739709806956,Sr. Vitor Gabriel Aragão,,
100,0000001818,NL,76704546,7227105441,,,,Baker PLC,,7367 Stephanie Estate,Voisin,KARRDECKN0J,DE10465840281221634099,Ms Carole Hunter,,
100,0000001241,AU,83687768,0086395300,,,,Henry LLC,,"44, rue Patricia Vallée",Kevinland   ,BBMCGBKSJED,DE72519325378947845251,,,
100,0000001683,IN,77156172,6419471504,,,,Novais,,71040 Megan Port Suite 226,Haynesfurt,YTZZFR3O,DE19978810552660711371,Univ.Prof. Achim Spieß,,
100,0000001718,DE,40622124,8305699576,,,,"Kerr, Nicholson and Johnson",,Ansgar-Sager-Ring 53,Main-Höchst,HDBUFRG6FLA,GB89ISWP29785877850715,Theo Albuquerque,,
100,0000001836,FR,62015936,7573965351,,,,中村通信有限会社   ,,"65, chemin de Fournier",Kelheim   ,FFLBDEIX,GB53IAZH59976036774505,Hunter Mcclain,,
100,0000000254,CN,50597458,3358803374,,,,Eimer GmbH   ,,"Praça Sara Sá, 34",Russellville   ,COIFDEKK,DE57253633867233948436,Rosalie Losekann-Fröhlich,,
100,0000001433,JP,42190014,4658805413,,,,Barth,,747 佐藤 Street,Cirino da Serra,EMEPGBRX3MQ,GB63PMFY89355521462317,,,
100,0000000257,SE,25903243,9381648956,,,,田中農林株式会社,,"Studio 75
Hunt Fields",Maillard,GBFLGBYQ,FR7313884392668330110031346,,,
100,0000001839,JP,24871972,7219712912,,,,Julien,,663 Casey Summit,Kleve,BAOBGBN9M1X,GB46UZFY30643328570050,Erick da Rosa,,
100,0000001488,DE,72809269,6612408521,,,,Teixeira Pereira S/A,,Dolores-Steinberg-Straße 2   ,Sanchezhaven,GNZWGBJ27XG,FR5251177284980500700611801,Hadassa Moraes,,
100,0000001592,MX,94844777,8715539175,,,,Charrier,,"Studio 49p
Cook Mall",Oliveira Alegre   ,ANMNGBAX,GB64ZRXV17339183692366,,,
100,0000001106,CH,64961490,0503579847,,,,Albers e.G.,,51119 Rebecca Point,Dupontboeuf,MLPAGBFUG96,GB87KJFP92873081608723,,,
100,0000000860,IT,29922803,0217565470,,,,"Martin, Edwards and Thompson",,42 O'Neill Drives,South Iain,WSDYGB6F1JQ,FR2359394600935333123759611,,,
100,0000001274,CH,97688845,4689051774,,,,Novais,,29887 Andrew Dam   ,Port Bernard,KQPTGBU1879,GB21GKQP92327451829272,,,
100,0000000565,BE,96731290,9705405124,,,,Süßebier AG & Co. OHG   ,,Drubinweg 51,Vechta,BEHQGBXO,GB45EUYV88163508128269,,,
100,0000001450,GB,50484479,1121682643,,,,"Hill, Hamilton and Parks",,"Studio 41h
Francesca Grove",Benard,MMUPGBTR28O,GB86UJLU00860229937153,,,
100,0000001709,KR,89911344,2444814614,,,,Bright-Turner   ,,752 岡本 Street,Normand-sur-Devaux,YXNNGBCC,GB62EVAJ55068199670901,Francis Gude,,
100,0000000725,US,15340114,3302963445,,,,Ribeiro,,"Via José Miguel Pires, 83   ",台東区,ITGZGB9POTA,DE84753597973898411670,,,
100,0000000880,DE,63282112,0449695379,,,,Gallet SA,,097 青木 Street,Schneider,NLQZGB5OKKU,GB23GYBD40202719852644,Christine Lacroix,,
