BP_NUMBER,BANK_COUNTRY,BANK_KEY,BANK_ACCOUNT,IBAN,SWIFT
0000003752,MX,17629671,8431866105,GB95NKNH03143448603601,MRKAGB80
0000004403,FR,64223284,8030085321,GB47CAIX30327672089797,FYLMGBF9KSD
0000003680,FR,91816505,0588659370,GB58FNXC21688695402366,BJANGBV1
0000003592,US,42899479,7754479645,DE49444759458543833588,ZGWHDEVX
0000003957,NL,18411807,6502335134,GB80PRJO55171309385124,OVMQFRPY
0000003433,MX,85016952,1777277317,GB20YHNE35831464131786,NIUEDE4REY0
0000004459,US,82068991,1593477405,DE36240712933311818297,HSPOGB7PDR2
0000003879,AT,23065465,5816288369,GB51UEMH07373509546796,XHOLFRKPDB5
0000003762,JP,30746646,8777706199,GB62EUNZ89655543412574,NJNIGBRU
0000003182,DE,16316588,4884065343,DE64354288036409732899,YIPQFRRW8ZJ
0000003117,DE,90109260,4921360215,GB33KBVB90085032793766,JVRFGBWZ
0000003617,IT,96708759,7358377012,GB67XZRR16953852984793,HTKJGB87RG5
0000004254,IN,62958364,2293233354,GB33DBBN33101745668811,AJBYFRMXGBT
0000003646,GB,53566193,2481450482,GB45ERME01670181782618,STJDGBDS
0000004165,AU,11588286,8058478554,GB06VIBN64595450997837,OYKIFR1G
0000004251,AU,41472355,9428828031,GB79FEMP05138636135106,PJJAGBNAY5R
0000003456,BR,29149163,6628778800,GB48ISUI07082972920169,EHBKDEOPEIC
0000004491,CA,47982308,9004269515,GB38QSMU37705122428200,FJAQGBWF
0000003430,PL,85371240,7167648292,GB27NALV50239709705344,RFZGGBJLLO8
0000004912,BR,34078651,8191991058,GB33ZWVU91462111523952,SSBKGBJU
0000003951,IT,70847268,6515686614,GB74LJOR67478790192283,JKYXDE5W14D
0000004097,GB,58641311,8963576157,GB05NURN71867937010907,AEOPDE0X
0000004945,IN,75250289,3599240072,GB16NNRQ02836219354193,TWOFGB7KW6Y
0000004252,IN,57892994,4138701588,GB17AOMH34491498295854,MUBEGBFS69U
0000004298,MX,59448888,1056726396,DE94789902126280291985,KBGSGBDGGKW
0000003277,MX,32140626,2652949151,GB53COQR29685115334749,MMCKGB2G9M2
0000004455,DE,96458827,1571626711,DE08514288523610487248,PZIBGBAZN6Z
0000003120,US,41834528,7220929502,GB80LOTF14294456754732,ABBRFR25
0000003892,BE,52102921,2071584670,DE59642617506770756131,BDMFDEQCF8X
0000003186,US,17899217,4922215891,FR2451929363560596760618175,DIHOGBIEZL6
0000004067,ES,95846220,7359384815,GB81NAXV70892204430221,STCRDEL6
0000003521,MX,38383538,2904685277,GB03NCAO23749587074707,OJKMGB7J
0000004337,FR,03807104,5058459983,DE62182584181300868418,YXTMFRUP8P1
0000004852,MX,18841918,4557020323,GB72SXMA51684774139449,YIQFGBG5
0000003902,AT,00389118,0069010521,GB07IDNR42255162637386,XDZHGBFX9AG
0000004063,GB,49836909,0397630096,GB48YVKT99662728206325,GUOUFRJ6XHS
0000004385,BE,88358758,4091403577,FR1019597621388529985222499,TCTSDE0U
0000003574,BE,17238953,9486405094,DE13404624523472447121,XNKVDE8K
0000003117,BE,70180124,0969312301,FR7299256002846671445027813,LCJYGB16
0000004245,SE,47381388,7416830583,DE45600196039942542237,ZRRYFROT
0000003227,CH,61543832,9230517869,GB21KGDR72552925632302,YHWOGBD3AKX
0000004792,CN,66631657,2889513795,FR8812126330457888568139858,KNFNGBCNC6B
0000004584,IN,86938014,6754103405,FR1792985991920974035134316,DCNUGBSR
0000004152,PL,99981406,7854370009,FR7094545505710004107660977,FDGVGBGU
0000004137,NL,85096699,0899930809,DE44733364179802512437,EFISFR5V
0000003728,PL,39041895,3980614071,DE10886408478531794831,XHSLDEYT
0000003310,GB,15370598,1695783026,GB65JVQM46271400185547,GBNTDE8Z
0000003245,ES,57147282,0354931828,GB90EHHH45117536064306,UMCDGB6X
0000003296,PL,43514467,0690542011,GB95GJNV59445372085812,HNWHDE7EZLW
0000003945,GB,63746821,6745695432,GB20CDNS98577921926306,YRFKGB20
0000004892,US,08593539,0141783534,GB98FZXM20226431165496,CXWCGB9Q
0000004632,CH,72443395,9439059060,GB85FVOZ73543547768934,SUGIGBZA8PK
0000004236,JP,17622957,6262052502,GB82RDCH92612512190844,DJJDGBAH
0000003706,NL,88347191,0970328160,GB26RIXM61315263324805,LMMVGBNM
0000004214,FR,43849419,6745537526,FR4663128354755374917720638,YNUIFR5I
0000004078,PL,80871714,9098929261,GB49QMRH32031074635058,AJBWGB95
0000003401,JP,50311711,6337635765,GB85KZUN25306593118481,IMRIGBQN
0000003660,US,95296807,3646234654,GB71QTJT40019767979625,GKYWFRWA
0000004997,JP,59367374,0008726886,GB63NEHE91154658777255,CURXGBOXI8Z
0000003033,AT,74159192,5724299871,GB97QMCS29659931602616,IZZZGB29
0000003481,IT,56141730,5940742964,GB95PKIF53669235031391,KQPBGBG1O6E
0000004438,AU,14736788,7441649676,GB85DVKN30735357293282,XWLAGBWKMOL
0000003354,FR,98811411,7833748484,DE40781004919294990944,TPLQGB6M543
0000004231,PL,41528638,3951999706,DE28030549764202244203,WCYUGB8XGM9
0000004624,PL,26108665,2714170207,DE19595964587179779942,CVXNGBRS7T2
0000004038,IT,94119643,7342710300,GB55IKNO32056124462281,KXDAFRSCCC6
0000004907,CA,66675587,0925612666,GB73RGME84675856274599,FQIQDE74
0000003774,GB,01200229,9491750729,GB58BOIE95246322862553,BZLOFRVJ
0000004077,IN,34017409,3185368393,GB30TIMO38021939945065,FFYZGBKK
0000004754,MX,26362554,1494554336,GB83HNVO71533560597890,DUTLGBHN
0000003358,AT,59223031,9265901213,GB73DAEY04681363710574,ZTXAFRX34TZ
0000003883,JP,80371478,8951928405,GB46AUHX99752950600508,MMWWGBLF
0000004612,FR,63798136,9951597261,DE80433696993615362969,OFQWDE7RJ79
0000003039,US,03387862,1893023303,GB36VMPE92867247607748,LSIEFR68
0000003587,NL,73595805,6277574333,FR6098521264134155822738144,SOCRFRLC
0000004159,CH,06843694,6708672212,GB50PUNA61705634504063,VQAYGB7N39D
0000003854,NL,55425580,9276079270,GB33OOUB42118737904408,GVHQGB342Z3
0000003909,NL,69882011,5279647126,GB38OWKG97196182480633,IHRPGB02
0000003046,US,11826630,0527176454,GB30JZWR75044206600501,AULSGB4YGK3
0000004644,DE,55244756,1834813207,GB09SLSA39800847580903,JKRBGBT961A
0000003151,AT,79128514,0941727189,GB25DCYZ71689927303796,BYPUFRE3415
0000004061,IN,13703137,1910299435,FR3787335040711663205167191,WQYPGB4SW2G
0000004447,ES,97463016,2038486680,GB27ZVKC09381906482462,ENVEGBBJ
0000003628,IT,37114831,0039449416,FR2521840563668744256799682,XJSZGBWEDXW
0000003267,DE,02918276,3419097905,GB79OGUX50211778591743,ZKJRGBZDMI2
0000004401,FR,51325487,6325477410,GB83HQLD41428315819352,ONIUDE6K
0000004738,CN,08015367,3553002915,DE66127939348381722792,PKCDGBFM9U0
0000004512,ES,47325007,2167520061,DE02528181236822865389,CZJJGBO8LW3
0000003152,IN,87242574,3446220053,GB73TXPM84794760030122,QCEHGBQAQ8Z
0000003186,KR,92896885,1498122931,FR5476155269015110675640679,CVULGB97K2T
0000003741,BR,46559359,1044362539,GB81GNQV01138739460655,YJZCGBHM
0000003509,BE,96128720,6017172888,GB50FBCX19037121434224,FDMAGBWBWEW
0000004452,BE,13760864,5744669281,GB14ZJUE93504571441700,RHSAGBMMDFO
0000003401,DE,46954975,9370449970,GB41IZHV40172109161022,AZTQGBX7N9V
0000004931,CN,67542267,2291915161,FR8188724813790922924717583,QCQIGBKK
0000003930,ES,82937271,5866462672,GB61VMQM98083485682614,ZQZXGB7O
0000003590,SE,10792059,7817425870,GB93UILB40426802940064,YUIXGBOD5L6
0000004819,PL,82006934,2958740025,FR0696689809678546100274930,BCODGBES
0000003370,KR,63178073,8170534439,DE85412594007085303753,ZVSKGBXJ
0000003196,MX,05683238,4046988774,DE59064327900624248158,XSTNGBFC289
0000003514,ES,88459002,6571707941,FR1730287834695524226263366,VSINGB3R
0000004976,CN,67555737,2799681072,DE95613818156524033318,LZKEGBFD
0000004951,JP,74752669,3701203550,GB97NJIV59544452750901,YCFDGB9O
0000003720,AT,02884610,9212487756,GB66EGZQ14921695916534,ULXRGB4PINQ
0000003260,CN,16320697,6309015123,FR8772801933018219880906692,UNMNGB20
0000003394,NL,11801803,7169694338,DE74437652338352789355,LVZLDE8E4GI
0000003040,CA,54251740,8890340853,DE32836636700120172690,TLFPGBKB
0000004421,SE,79371912,2522180458,GB39WMFH79844871177215,PEARGB0NC1G
0000004389,JP,04160465,4148587004,DE66470502740426396795,SHVQGBONTLY
0000003488,BE,76327285,3436791023,GB88QQPU57021128881715,OZWIFRZQ310
0000004950,SE,97796987,3164849393,DE51110408600223556925,QPIXGB8F
0000003568,CH,13248583,1938130669,GB18SNYF59932987582104,HTLBGBAYURN
0000004902,PL,13139458,8262276697,GB94OBGI86450327578857,WWFCGBTR
0000003382,KR,74170412,4934664548,GB14RSSX63617998000220,PXBRFREQU1M
0000004131,CH,13579795,4817915807,FR8856148404405593319596909,YBRZGBJMDBA
0000003093,AU,63385466,3450002540,GB85XVOR87803917502425,XZZRDEPU
0000003513,IT,57559545,6907852156,GB43EJIY80855414904248,BKEEGB2X8PH
0000004864,GB,07903063,0021407934,GB92WHKE24966107702610,BLPEGB4WDZP
0000003603,BE,07880026,2422064145,GB57ETRD92853554218118,XJTEDE9F
0000003057,IT,37793011,2147582357,GB87JOOJ28926802964462,PAVFGBFF
0000003126,AT,18718354,1903821106,GB88MBGL67948361837047,TBRXGBVP
0000004570,US,58695263,1133307976,GB89VFUD43857609751787,IRILGBDMOC9
0000004663,FR,93532697,7784993976,GB60ZQIQ16027958420585,SYVPDEUV
0000004509,KR,22007950,8178577816,GB05XBNP37125911296690,XXYWGBH8
0000003382,ES,28520933,2780314610,GB02NYNQ21907810912707,YVVSGBA6OQI
0000004440,IN,54234011,4072008590,DE02769132848095161974,BHUKGBMG
0000003140,BR,50695221,9448072672,GB17TIGF38943361024911,AGRSGBGF
0000003142,AT,39285634,6241728042,GB18MMFL38399253084034,ZMGUDEPNL9F
0000003649,CN,57157589,1914343067,FR4250318027091346423832725,BSLPDETZLKZ
0000004038,IN,57126874,5455502581,GB09FABX96231052065011,UAQRFRI3H3R
0000004061,ES,20328140,3112641084,GB60HJKF03454021742969,IDACGBT5WPI
0000004353,DE,41853126,4001953019,GB16GHMX26316643661879,SQDGGBSIAWK
0000003162,AT,45359759,9838096222,DE91572138866341463353,OTKSDE28YXK
0000004349,SE,36713060,4457879568,GB23BMFA80829541261430,YBBTGBRH
0000003835,CN,71017507,6820379186,GB83YWJB71201468986928,XSPXGBYP
0000004077,CA,38480759,6867527048,GB51MFLK59910043648625,VEYZGBBXV8T
0000003394,JP,27064372,2659097434,GB07UMRB23278065026056,LVEWGB6QDD4
0000004973,FR,42724213,4079016519,GB11ZAXL40937591705060,TBUTGB52YO4
0000003727,US,97362994,5298322834,DE06360874945423057236,XMEYGBRB
0000004244,PL,93293564,4349386759,GB26UTAN81009947439591,QXXDGBVVVRG
0000004289,CH,95732900,7945789364,GB69SWZW00183493144712,RWMKGB4I4V6
0000003752,BE,26648524,2031936408,GB15KSYS40025268277789,XNNDGB5H217
0000004321,US,98444534,3191532135,GB05OCRN19296812357052,MRUPGBIP
0000004478,CH,33962607,6355054797,GB25TCFA88253591198003,QVSLGBYQ
0000003108,IT,21633598,6735771589,GB05BAGS32690970101179,VZUSGBQNTYV
0000003991,FR,61980309,8715954483,DE69770580612206153050,SXLKGBI7
0000003328,ES,30219171,0581305674,DE62320676866648824243,QUNFDEN2TRL
0000003819,MX,43740649,4242518096,GB09FAFA93803921933081,HAVWDERJ
0000004767,NL,53581130,5008926791,GB50GGWW36272815375453,CMFMGBW8WAA
0000003345,AT,10590314,3972759251,GB02JQDO93334196168666,RIMEDEWM0O1
0000003666,CA,23270762,4107867929,FR7009162977886865223999442,AHRPGBPZ
0000003485,BR,46415273,3131103486,GB65HRWN35232856771641,SHAPGB59
0000003167,US,24148831,8562942229,GB41EYIL13409162571996,QAJLDEQA
0000004161,NL,65889080,5720589804,GB05XBTS99811673900259,IUYVGBFX
0000004757,SE,91663615,9280153594,GB77KILX10720520702257,UXXUGBE53JT
0000004423,BR,65383221,2038050841,GB31SKFV16996169885827,HFSWGBFA8FA
0000004744,IN,72706000,2492507844,DE06943588888854762617,FVWXGB2W7YV
0000005000,AT,72865614,9630895168,GB92IHBZ96984113117188,CHHNGBJJ
0000003675,US,44557139,1136890730,FR7733699019564994627580801,DMRVDES35LS
0000003824,JP,74204007,3175381501,DE83441049075212402272,UCIXGBI5
0000004923,CA,72950193,5330099808,GB77TJTI59850045017901,IRSAGBIK
0000003202,IN,28886423,2302613767,GB59NOAB06055724066422,ETHNGB4ORGQ
0000004725,IT,65078710,3945111646,DE95282288548302990625,PDGAFRUE
0000004761,IN,54087896,2175975079,DE92849077280662964921,EEZDGBMOI9X
0000003085,IT,03261758,9462949947,GB98GIIB63125720113527,DIEEGBRW
0000004761,BR,17639382,1754169571,DE88411289325117829663,MCIWFRDU
0000003668,CA,05785732,4678670689,GB89TZMS12035364749592,JVBCGBUQTVS
0000004917,CN,48692391,1478927458,GB49DFFV51816296904474,AVANGBNB3BE
0000003937,BR,19064924,4191737121,GB37IZRQ97784555081195,ZFBCGBU02I1
0000004348,BR,34012922,0032829485,GB86ZTJL76224513149121,ZKXEDE29
0000004460,CH,35021204,8061234605,DE60580324422854958829,PWFCGBBM
0000003068,CN,28650764,7543823698,GB17MVJH52253682680109,PCDODESR
0000003093,PL,13037602,0446961128,FR3503794456696564675202403,YDMCGBYL
0000003696,DE,14496131,4628697869,DE52505557235577924183,GVZKFR8Z
0000003035,DE,00267052,3518496483,GB12DUJQ38769392546130,OLKHDEFV
0000004446,AT,10253115,8877249269,DE26083047549711995587,DMMRFRV5
0000003412,ES,79129982,9631976067,GB46JSWW80391020236391,QHUPGBW4
0000003768,CA,73737584,7568936961,GB74YICF52370412501244,AFHHGBHL
0000003404,MX,92412687,5414778702,GB50HKOO19892926918324,LVEVGBAM
0000003944,CN,05109668,9535849296,GB04OYBO59351325435752,DTPMFRIKOA6
0000003451,AT,27086915,6320639713,GB63GWWX87368758669391,AOJAGBMT7MP
0000003981,IN,10241183,6416788006,GB35IXVN07801020299313,LMRWGBOTL57
0000003769,IN,38346620,6280428509,FR3583209535782165014694053,PSMTFRQT18M
0000003500,FR,75478827,7841369392,GB63DPVH67999938982419,TAKCGB9W
0000004507,CH,70961298,3146199175,GB80YDHC66440128860359,GXXNDEATB55
0000003607,AT,52576097,7199357647,GB94URVK82169060647242,MRMEFRRK
0000004263,GB,53392789,8213716657,GB77TOLV54562478580445,PUPEGBD5YJD
0000004791,AT,32940368,5153360723,GB50QHLR56726472659697,NDNEGBR8
0000004042,JP,86751607,5223754639,GB55HIVG33589922189748,PZAODEEM
0000003955,PL,20860295,8597787108,GB13QPEG32628781092899,HRGGGBXJI9Y
0000004152,FR,46581155,1483283597,GB23UUBQ63343191320766,MPLZGBE2N0H
0000004731,FR,97040291,6006389077,GB40VIKD29936132332750,BEEDGBVZVOO
0000004222,BE,01136261,7891645146,DE02065460813475795774,RFYTFRLG
0000004875,CH,18366322,6651396688,GB03OAON48404673702276,OORLGBPA
0000003436,AU,11363970,9154610831,GB07WLOY28244970736891,ZDQWGB7S
0000003855,DE,34924570,1261694134,DE96347454944049072686,LCFZFRKB
0000004973,CN,30345254,8284154790,DE48019339760253337890,YEPOGBVZ
0000003608,KR,14031173,4631656468,FR3674909572774133501879313,SIWWDE8J
0000004937,CN,23833841,7393374062,FR5066040599888488334410289,OOWDGBJXY8L
0000003423,ES,20217626,0024312535,FR1090590182488656439156119,WBVVDECF52S
0000003059,BE,29201094,3799228251,DE95922764359053148499,HZAUGBZ4IKU
0000003520,BR,05841914,1805968501,GB76UTUS64252697336905,VNMVDEPC
0000004493,IT,81988771,5327358529,GB82BOWL28692501652563,WLSWGB5JOSN
0000003623,IT,06121902,6733873880,DE98311819484986308067,WOIMGB58
0000004666,BE,39578495,5967685630,GB73NPPB20397569451604,EEUIDEXV
0000004059,ES,12315028,3443176717,FR4444272548474719524983561,MITQGBGL
0000003407,PL,32870608,5666740201,DE22908594696229223825,EJALGBNKZSN
0000003404,IN,63537822,6906223948,GB89BFXS57202609159341,CBLFGBEV
0000003515,CN,78420861,1808054001,GB23YGQO78694498455414,AEBRFRVR
0000004460,AU,30407258,3758340361,GB90JBYQ72160218165330,UNRTGB2OU5W
0000004076,ES,50745818,8186482520,GB28ROQF82217198066207,GANNGBSXJI2
0000004395,CH,75573909,7187318500,DE56138562674587192927,HHXQGB4F
0000004367,IN,37303660,3464910421,DE18412704312985119580,KUJMGB37
0000003033,MX,10498875,7104275703,GB96OTIO04192601492914,TBUMFRNHB8E
0000004576,CA,07925258,2099790843,GB03TVNX26836903341440,VBEUDEIP
0000003442,AT,34058243,6329559421,GB21SGRI19349847535703,KAZTGBZI
0000004839,AU,12886803,7242118590,GB90UPPX28875651117542,GEXOFRD7
0000004621,BE,12647357,1865261447,GB27ZQSB07325614964645,XHTUFR0LQ9P
0000004667,PL,44830288,7347588150,GB19CPHL37571108117586,QXHVGBZY
0000003850,KR,75593380,8686919405,GB19LENI88587421588919,LKUWGBXV1UC
0000004355,PL,28268775,9564432587,GB16FFHM67171817317437,KPIPGBB6
0000004197,IN,72226960,3506279173,DE58864523030731003930,PJKBGBOC
0000003087,BE,75609272,8911799797,GB07QRYO62038608741307,LVAGDED9
0000004502,AT,00242523,7414169005,GB33XYEB96409456077159,OGDCGB41
0000003700,KR,08273681,8502059569,GB18SGBT75573528591205,NBHJGBR7Y62
0000004516,AU,18058504,7904818919,DE44000074673585062433,CZRKGBUB
0000004945,MX,76242641,8662297437,GB13OSZQ07213241740328,SKBYGBZY
0000004013,IT,92394636,8122638953,GB51RDSQ37510139672501,BPRSDEZSNIW
0000004074,CA,51434533,5975299158,GB22UQHN98109104710789,HDASGBJJ
0000003974,AU,35802962,2967250633,GB28LTEB59299945003833,HUSADETU
0000004449,IT,74769680,7559048228,GB10TXFI72601210333945,DDXPGBLYR7J
0000004507,DE,41669352,9634092626,DE52544014992033262438,KNNMFRSNYUQ
0000004590,US,74181682,9879730476,DE42782141302074793457,MKAQGBL9B6B
0000004433,JP,86528439,1633168649,DE60892637437023475863,MAFBFRRO08P
0000004312,AU,94514866,3087042104,DE49266748125639513124,EKSAGBA6T06
0000003367,NL,64197385,9695884671,GB29DNPI26749793129261,FLRSDE4XGAI
0000004397,IT,51832557,9396274024,GB08ZYAB63127807118660,ODWIGB2JIC8
0000004133,AU,84254698,9657562502,FR6664373062229428769681434,MPRFDET7
0000003192,AU,17607181,7349405259,GB91PHFR68708349937538,PESIFR5961U
0000004981,FR,23558068,6495024495,GB09XOYJ90825588843169,IWUZGB32
0000003811,US,07322701,4639836257,DE69015471048816377735,YSAAFRPF5EI
0000004136,AU,77529479,2409577784,GB88ANWH63560110344084,VXIIGBT0
0000004680,CA,05968343,4281562379,GB15XLBH52920697430762,NCBRGBC1
0000004561,CH,65139233,0915567741,GB59WWRT59859217746312,XDLEFRUBTNW
0000004942,JP,41854357,5812302481,GB91HBIO61030675998334,UZXFGB8AMAV
0000003460,IN,63584806,0064622061,DE41506531459511506679,NWWKGBDS
0000003916,ES,27504607,6782185276,DE26589266618644563533,YAZJGBAHDAD
0000004706,AU,15368843,5929488827,GB51ZPOP81777244036431,SKTXGBB9SL7
0000003181,BR,05707927,3624739475,GB57QUTV04287102209825,XMXYFRV8
0000004941,NL,02088380,5703850567,GB19IAHS98640034332964,ESZLFR3Q
0000003506,IT,04456569,8045778772,DE47335663241019165485,FMBBGBI8QSC
0000004630,CN,05102933,1609948735,FR4900341668071808390381973,MUTZGB5I5OH
0000003431,IN,39650630,0115577189,GB40YLKZ30045438223100,USDRGB5XSNB
0000004515,FR,89083878,2017929850,GB38FSQP45708224237584,TLIEGBLX
0000004768,CN,66714568,0502852251,GB84JXFA36453504004510,KMEVGBRUYWV
0000004330,BR,91230216,3420911553,GB43DYBW30270704645710,OYJUFRWB
0000004459,SE,54257382,0948689107,GB96ULAZ78669622752267,AFXGFRBVZ50
0000003662,IN,57000775,4597389596,GB22TVGY11675368248464,LDIFGB7X
0000003255,ES,25939970,7220931033,GB78JYTY29634011858743,SXIXGBYZ
0000003165,FR,04406084,9481551690,FR2815802263990278904144120,PFQEGBVS
0000004857,CN,77521953,3804646490,DE06359628356474582348,YTGBFRZPOWG
0000003376,MX,51136670,0780328714,GB51XWNL65324800624365,ANMXGBJSDDJ
0000003574,NL,34435735,6805095731,GB52YIWU43021304125091,CSJTGB67ZGA
0000004670,BE,93927076,3499228733,GB66NIYO01621163112410,FZDGGBSJ
0000003640,ES,85412411,7482965648,FR5472847038622018907504794,MSMJGB6GS4F
0000004086,BR,42623500,3327329568,FR5684605797225203809810472,EZLPGBVP5V6
0000004246,GB,91727296,0133686971,GB82SGHQ47171358654118,WAIRGBL27FD
0000003415,BR,89399633,3069166916,GB51AWOC00417257992639,FKZDGB70KMW
0000003535,GB,94818611,3187947561,FR0322049054365750085276671,LVUPGB0E
0000003697,DE,24040498,9419640639,GB93LBPJ72357329299051,FQXFGB6I
0000004975,JP,90763296,4872353194,GB20MLZA48251361165750,VYXRGBCJ15C
0000003952,CH,66079394,8265637960,GB15OMOG56136135321275,SDJNGBC8
0000003563,CN,46754625,3263512517,GB63CLPG56756109082104,VNWLGB64
0000003793,FR,60844494,6859628389,DE81650864860964908790,HOKXGB7B82K
0000003740,MX,45796074,7998085131,GB66UAIP12513067933676,SXZYGB3N
0000003930,NL,74893285,1508897248,GB83AHLQ43083958583093,ATAUGBUQ
0000003478,BE,36902586,3126680114,GB62XIMI25541410994827,SDQEGBXU3JS
0000003857,ES,16304364,4219035219,GB18EPIM84365726937959,ZRKUGBU45QZ
0000004821,IT,14024420,1794405755,GB49KSZJ41694319014120,EROZGB8L
0000004235,BE,25025344,6552973746,GB38GEYB08153017515669,RXXVGBA0
0000003613,FR,49208386,7217707933,GB71NJRX83625576250643,FQYZGB6D
0000003354,BE,22587809,0908725680,FR2870467142601569225934001,EMKTGBD0
0000004677,US,17851182,6227728460,GB70NZER82243949975299,QJINGBQ1HI8
0000003068,US,58083344,1619393566,DE19646128431708736748,VXJCDEBN
0000003145,AU,08373341,3061110111,GB71DFBO96199792492254,YLSKFRSPUBP
0000003134,SE,34355408,6811302031,FR6972348733511924467550070,CYBVGBSZ
0000004131,BE,71898567,6166442830,FR4879304186389557590030018,ZCCGGBFK
0000004930,BR,65729234,5226905260,GB03CKYV26926689453763,YEQOGBCJ
0000004348,US,56858615,1573008506,FR7499753158638780775402757,AOYMGB98
0000004868,CH,72132517,2721025315,GB26HCFT27394973053682,DCLCGBTKM8W
0000003711,GB,88915061,2156557576,GB69QIIX26556039204551,LPMVGB87PBK
0000003158,KR,65604973,5144076056,GB49NGFR88473702395698,ILGVDE6C
0000003683,CH,56440850,1829783035,GB24SNLB85260098951866,TWEYGBZZGQB
0000004393,MX,43136605,6358983674,FR8493790492048985666935870,STSHGB7U
0000004386,IN,86250289,5135243365,GB95VTQX14767169259380,FNDZFRQW
0000003714,AU,52673981,2509791246,GB77URPO30213944522900,FOSFGBJE
0000003852,GB,43369234,1095919956,GB96GCFV01846145546550,HWYBGBRJ72H
0000004251,PL,34681793,3263179100,FR1272098759793110372953328,ILQNGBE1
0000004415,BE,51589835,3913891186,GB65XCNF50587897298404,MIFXFRX3
0000004431,JP,24129797,6264168675,DE75916370257100673682,KSSXFRQW
0000004214,IN,61937069,9910148652,DE79888844852181936631,VUPSGBVA
0000003518,SE,52951894,8609901996,GB45LELI37302916632555,TOCMFRZP
0000004085,AT,19234036,9120441393,GB92WTWU28956139318501,INAWGBSD
0000003420,CH,88388228,3535265034,DE17773348366682300934,AVGSGBFB
0000004459,BR,44648870,8223188175,FR5168492968841352498838554,DMHWFRSO
0000004444,NL,54076931,6047572694,GB95ATTM67020358972408,TVXJDE1K
0000003049,CN,28499636,4493239849,DE90518120662356079315,QBKGGBUBZC6
0000004270,ES,44146076,2746243113,GB53FNAG19481658788361,HEXMGBVQ
0000004031,AU,96796519,9139314957,GB55FFQD60551905682336,IVAHGB9AUAK
0000004776,ES,99013639,4331516741,GB31BPVK40308743918225,LNDLGBOQ
0000003155,NL,38636371,5260831176,GB29MRDQ66034201341074,CTHPGBTGEIE
0000004057,JP,97132272,4390300859,GB92QUFB03471973889209,EWVPGB3PW4V
0000003155,IT,24679193,0178454821,GB18MFWL51009274671147,DUULFR992I2
0000004840,PL,46598096,7441190700,DE50971944480496938575,GGETGB9CI1O
0000003407,BR,94626378,8594822583,GB13HSIX21505181784991,NURKDE2E
0000004846,US,95822703,2400579771,GB81XXNI78688779027884,BBOTGBJ4OKG
0000004865,AT,53800569,1928509019,DE55392708208145578159,YZIUFRL8
0000003851,AT,59626954,3963142319,GB57UXII64347037104338,FIWWGBVKKSS
0000003503,GB,21197809,0178173906,GB69UXOC20630668417266,VZOHGB30PJG
0000004908,IT,92634159,3971615886,GB87DUEZ18741761218151,XYVWGBLD
0000004214,PL,22261021,3689469021,FR7001589503819757593804445,HHMTGBL6ZOT
0000003314,IN,64745170,1143614136,FR2321227555730217122580034,KGBHGB6VYR3
0000003068,ES,49880165,9845971014,GB09VSUN38330551970318,PQVSGBGK
0000004350,DE,97146151,5508124637,GB97HFMN28097053315247,JRXGDEKM
0000003123,SE,28240879,1596207098,GB72UXED92742619459903,SSIKGBH84HD
0000003780,CN,45605513,1508569072,GB18FNDX20958062250445,CLNEGBJ3
0000003630,KR,20589091,3921674944,GB43SNIF67059451428035,JGIPGBUN
0000003277,NL,40448961,5294707952,GB38EHAI85576548587789,LQWGGBGIY4V
0000004794,AU,23287294,3035031804,GB72VQCT07939966649284,GISYFR7XR2D
0000004548,NL,45813430,3304702006,GB79IXNS04440063727794,SMIRGBOP
0000004822,SE,61873933,6022379403,FR8208655514822477992272397,AHTPGBK9
0000004883,BE,34682400,8740312799,GB43AQSI76109520894158,YSYFGBZF
0000003892,AT,29680215,7491442246,FR3873443966364514858531991,ZZGZGB55161
0000004540,PL,64041023,8683699522,DE81927274764238656624,UPONDEOF30I
0000003543,KR,69843943,8190255979,GB98RRER06975516922944,EBLZDEAR
0000004987,US,19960587,5051185728,DE86867809721361058519,XCBEFRPMOGJ
0000003367,BE,19686817,6776879804,GB60DJRW85992977421637,YCOKDEQZ
0000004820,JP,01194027,7417193306,GB05GWPU00879659888239,ILGUGB2Q
0000004181,GB,67398954,5211343262,GB13EAJT57459551480013,BXSYGBY3
0000004489,JP,79487399,4723113478,DE34605350701349785742,HATIGBFQS7W
0000004844,BE,32207873,7474806188,GB86CWWG06948971692302,XOWCGBHSWPW
0000003236,ES,59306746,4670171488,GB88TWJE86131570752926,RUAXFRAXS1N
0000004638,IT,08600414,4230229867,GB37QVPG55559109943433,OZRSFRNI
0000004010,KR,77341120,3249148579,GB66UIQO19049028575259,HVXMGBZ3
0000003745,NL,18573113,1467684829,GB70DFDA80360430724485,SNVPGBDN0HM
0000004413,CA,09287632,2922297097,FR7893497416645829278117496,OWZUFR9URVD
0000004164,BR,82828172,4957339909,GB88JRAG39058185827980,DZWBGBHWUI8
0000003904,FR,18901870,9064413357,GB93WJFW23981180193193,BUPUDEE48VY
0000003449,KR,51795973,5574295547,GB36DARL07556345404824,RZRPGB6W
0000004346,CA,09562609,3009149298,GB46ERJS06641674629110,JYVWGBDC0ZF
0000003796,NL,31568905,6565068446,DE21053421990002200947,FDHPDEGT
0000004268,PL,88159593,1346153410,GB03ITPF37424821526248,XMHUDEF6VA5
